,0
2603,b'NtOpenKey'
2604,b'NtOpenProcessToken'
2605,b'NtOpenSymbolicLinkObject'
2606,b'NtOpenThreadToken'
2607,b'NtPrivilegeCheck'
2608,b'NtPrivilegeObjectAuditAlarm'
2609,b'NtQueryDirectoryFile'
2610,b'NtQueryDirectoryObject'
2611,b'NtQueryInformationFile'
2612,b'NtQueryInformationToken'
2613,b'NtQueryKey'
2614,b'NtQueryPerformanceCounter'
2615,b'NtQuerySecurityObject'
2616,b'NtQuerySymbolicLinkObject'
2617,b'NtQuerySystemInformation'
2618,b'NtQuerySystemTime'
2619,b'NtQueryValueKey'
2620,b'NtQueryVirtualMemory'
2621,b'NtQueueApcThread'
2622,b'NtResumeThread'
2623,b'NtSetEvent'
2624,b'NtSetInformationFile'
2625,b'NtSetInformationProcess'
2626,b'NtSetInformationThread'
2627,b'NtSetSecurityObject'
2628,b'NtSetSystemEnvironmentValue'
2629,b'NtSetValueKey'
2630,b'NtShutdownSystem'
2631,b'NtUnloadDriver'
2632,b'NtUnmapViewOfSection'
2633,b'NtWaitForSingleObject'
2634,b'NtWriteFile'
2635,b'NtWriteVirtualMemory'
2636,b'ObCloseHandle'
2637,b'ObDereferenceObjectDeferDelete'
2638,b'ObReferenceObjectByHandle'
2639,b'ObfDereferenceObject'
2640,b'ObjectFromLresult'
2641,b'ObtainUserAgentString'
2642,b'OemKeyScan'
2643,b'OemToCharA'
2644,b'OemToCharBuffA'
2645,b'OemToCharW'
2646,b'OffsetClipRgn'
2647,b'OffsetRect'
2648,b'OffsetRgn'
2649,b'OffsetViewportOrgEx'
2650,b'OffsetWindowOrgEx'
2651,b'OleCreate'
2652,b'OleCreateFontIndirect'
2653,b'OleCreateFromData'
2654,b'OleCreateFromFile'
2655,b'OleCreateLink'
2656,b'OleCreateLinkFromData'
2657,b'OleCreateMenuDescriptor'
2658,b'OleCreatePictureIndirect'
2659,b'OleCreatePropertyFrame'
2660,b'OleCreatePropertyFrameIndirect'
2661,b'OleCreateStaticFromData'
2662,b'OleDestroyMenuDescriptor'
2663,b'OleDraw'
2664,b'OleDuplicateData'
2665,b'OleFlushClipboard'
2666,b'OleGetClipboard'
2667,b'OleGetIconOfFile'
2668,b'OleInitialize'
2669,b'OleIsCurrentClipboard'
2670,b'OleIsRunning'
2671,b'OleLoadPicture'
2672,b'OleLoadPicturePath'
2673,b'OleLockRunning'
2674,b'OleMetafilePictFromIconAndLabel'
2675,b'OleQueryCreateFromData'
2676,b'OleRegEnumVerbs'
2677,b'OleRegGetUserType'
2678,b'OleRun'
2679,b'OleSetClipboard'
2680,b'OleSetContainedObject'
2681,b'OleSetMenuDescriptor'
2682,b'OleTranslateAccelerator'
2683,b'OleUIAddVerbMenuW'
2684,b'OleUIBusyW'
2685,b'OleUIChangeIconW'
2686,b'OleUIConvertW'
2687,b'OleUIInsertObjectA'
2688,b'OleUIInsertObjectW'
2689,b'OleUIUpdateLinksW'
2690,b'OleUninitialize'
2691,b'OpenClipboard'
2692,b'OpenColorProfileW'
2693,b'OpenDesktopA'
2694,b'OpenDesktopW'
2695,b'OpenDriver'
2696,b'OpenEncryptedFileRawW'
2697,b'OpenEventA'
2698,b'OpenEventLogA'
2699,b'OpenEventLogW'
2700,b'OpenEventW'
2701,b'OpenFile'
2702,b'OpenFileMappingA'
2703,b'OpenFileMappingW'
2704,b'OpenIcon'
2705,b'OpenInputDesktop'
2706,b'OpenJobObjectA'
2707,b'OpenJobObjectW'
2708,b'OpenMutexA'
2709,b'OpenMutexW'
2710,b'OpenPrinterA'
2711,b'OpenPrinterW'
2712,b'OpenProcess'
2713,b'OpenProcessToken'
2714,b'OpenSCManagerA'
2715,b'OpenSCManagerW'
2716,b'OpenSemaphoreA'
2717,b'OpenSemaphoreW'
2718,b'OpenServiceA'
2719,b'OpenServiceW'
2720,b'OpenThemeData'
2721,b'OpenThread'
2722,b'OpenThreadToken'
2723,b'OpenWaitableTimerA'
2724,b'OpenWaitableTimerW'
2725,b'OpenWindowStationW'
2726,b'OutputDebugStringA'
2727,b'OutputDebugStringW'
2728,b'PATHOBJ_vGetBounds'
2729,b'PackDDElParam'
2730,b'PageSetupDlgA'
2731,b'PageSetupDlgW'
2732,b'PaintRgn'
2733,b'PatBlt'
2734,b'PathAddBackslashA'
2735,b'PathAddBackslashW'
2736,b'PathAddExtensionA'
2737,b'PathAddExtensionW'
2738,b'PathAppendA'
2739,b'PathAppendW'
2740,b'PathBuildRootW'
2741,b'PathCanonicalizeA'
2742,b'PathCanonicalizeW'
2743,b'PathCombineA'
2744,b'PathCombineW'
2745,b'PathCommonPrefixW'
2746,b'PathCompactPathExW'
2747,b'PathCompactPathW'
2748,b'PathCreateFromUrlW'
2749,b'PathFileExistsA'
2750,b'PathFileExistsW'
2751,b'PathFindExtensionA'
2752,b'PathFindExtensionW'
2753,b'PathFindFileNameA'
2754,b'PathFindFileNameW'
2755,b'PathFindNextComponentW'
2756,b'PathGetDriveNumberW'
2757,b'PathIsDirectoryW'
2758,b'PathIsNetworkPathW'
2759,b'PathIsRelativeA'
2760,b'PathIsRelativeW'
2761,b'PathIsRootW'
2762,b'PathIsUNCA'
2763,b'PathIsUNCServerW'
2764,b'PathIsUNCW'
2765,b'PathIsURLW'
2766,b'PathMatchSpecW'
2767,b'PathParseIconLocationW'
2768,b'PathQuoteSpacesA'
2769,b'PathQuoteSpacesW'
2770,b'PathRemoveArgsA'
2771,b'PathRemoveArgsW'
2772,b'PathRemoveBackslashW'
2773,b'PathRemoveBlanksW'
2774,b'PathRemoveExtensionA'
2775,b'PathRemoveExtensionW'
2776,b'PathRemoveFileSpecA'
2777,b'PathRemoveFileSpecW'
2778,b'PathRenameExtensionW'
2779,b'PathSkipRootW'
2780,b'PathStripPathA'
2781,b'PathStripPathW'
2782,b'PathStripToRootA'
2783,b'PathStripToRootW'
2784,b'PathToRegion'
2785,b'PathUnquoteSpacesA'
2786,b'PdhCloseQuery'
2787,b'PdhGetFormattedCounterValue'
2788,b'PdhGetRawCounterValue'
2789,b'PeekConsoleInputA'
2790,b'PeekConsoleInputW'
2791,b'PeekMessageA'
2792,b'PeekMessageW'
2793,b'PeekNamedPipe'
2794,b'Pie'
2795,b'PlayEnhMetaFile'
2796,b'PlayMetaFile'
2797,b'PlayMetaFileRecord'
2798,b'PlaySoundA'
2799,b'PlaySoundW'
2800,b'PoRegisterPowerSettingCallback'
2801,b'PoSetPowerState'
2802,b'PoSetSystemWake'
2803,b'PolyBezier'
2804,b'PolyBezierTo'
2805,b'PolyDraw'
2806,b'PolyPolygon'
2807,b'PolyPolyline'
2808,b'PolyTextOutA'
2809,b'Polygon'
2810,b'Polyline'
2811,b'PolylineTo'
2812,b'PostMessageA'
2813,b'PostMessageW'
2814,b'PostQueuedCompletionStatus'
2815,b'PostQuitMessage'
2816,b'PostThreadMessageA'
2817,b'PostThreadMessageW'
2818,b'PowerDeterminePlatformRole'
2819,b'PrepareTape'
2820,b'PrintDlgA'
2821,b'PrintDlgW'
2822,b'PrintWindow'
2823,b'PrivCopyFileExW'
2824,b'PrivilegeCheck'
2825,b'ProcCallEngine'
2826,b'Process32First'
2827,b'Process32FirstW'
2828,b'Process32Next'
2829,b'Process32NextW'
2830,b'ProcessIdToSessionId'
2831,b'ProcessTrace'
2832,b'ProgIDFromCLSID'
2833,b'PropStgNameToFmtId'
2834,b'PropVariantClear'
2835,b'PropertySheetA'
2836,b'PropertySheetW'
2837,b'PsGetCurrentProcessId'
2838,b'PsLookupProcessByProcessId'
2839,b'PsTerminateSystemThread'
2840,b'PtInRect'
2841,b'PtInRegion'
2842,b'PtVisible'
2843,b'PulseEvent'
2844,b'PurgeComm'
2845,b'QueryContextAttributesW'
2846,b'QueryDepthSList'
2847,b'QueryDosDeviceA'
2848,b'QueryDosDeviceW'
2849,b'QueryInformationJobObject'
2850,b'QueryPathOfRegTypeLib'
2851,b'QueryPerformanceCounter'
2852,b'QueryPerformanceFrequency'
2853,b'QuerySecurityContextToken'
2854,b'QueryServiceConfig2W'
2855,b'QueryServiceConfigA'
2856,b'QueryServiceConfigW'
2857,b'QueryServiceLockStatusW'
2858,b'QueryServiceStatus'
2859,b'QueryServiceStatusEx'
2860,b'QueueUserWorkItem'
2861,b'RaiseException'
2862,b'RasEnumConnectionsW'
2863,b'RasGetConnectStatusA'
2864,b'RasGetConnectStatusW'
2865,b'RasGetEntryDialParamsW'
2866,b'RasHangUpA'
2867,b'RasHangUpW'
2868,b'RasSetCredentialsW'
2869,b'ReOpenFile'
2870,b'ReadClassStg'
2871,b'ReadConsoleA'
2872,b'ReadConsoleInputA'
2873,b'ReadConsoleInputExW'
2874,b'ReadConsoleInputW'
2875,b'ReadConsoleOutputAttribute'
2876,b'ReadConsoleOutputCharacterW'
2877,b'ReadConsoleOutputW'
2878,b'ReadConsoleW'
2879,b'ReadEncryptedFileRaw'
2880,b'ReadEventLogA'
2881,b'ReadEventLogW'
2882,b'ReadFile'
2883,b'ReadFmtUserTypeStg'
2884,b'ReadProcessMemory'
2885,b'RealChildWindowFromPoint'
2886,b'RealGetWindowClassA'
2887,b'RealizePalette'
2888,b'RectInRegion'
2889,b'RectVisible'
2890,b'Rectangle'
2891,b'RedrawWindow'
2892,b'RegCloseKey'
2893,b'RegConnectRegistryA'
2894,b'RegConnectRegistryW'
2895,b'RegCreateKeyA'
2896,b'RegCreateKeyExA'
2897,b'RegCreateKeyExW'
2898,b'RegCreateKeyW'
2899,b'RegDeleteKeyA'
2900,b'RegDeleteKeyW'
2901,b'RegDeleteValueA'
2902,b'RegDeleteValueW'
2903,b'RegEnumKeyA'
2904,b'RegEnumKeyExA'
2905,b'RegEnumKeyExW'
2906,b'RegEnumKeyW'
2907,b'RegEnumValueA'
2908,b'RegEnumValueW'
2909,b'RegFlushKey'
2910,b'RegGetKeySecurity'
2911,b'RegLoadKeyA'
2912,b'RegLoadKeyW'
2913,b'RegNotifyChangeKeyValue'
2914,b'RegOpenCurrentUser'
2915,b'RegOpenKeyA'
2916,b'RegOpenKeyExA'
2917,b'RegOpenKeyExW'
2918,b'RegOpenKeyW'
2919,b'RegOpenUserClassesRoot'
2920,b'RegOverridePredefKey'
2921,b'RegQueryInfoKeyA'
2922,b'RegQueryInfoKeyW'
2923,b'RegQueryValueA'
2924,b'RegQueryValueExA'
2925,b'RegQueryValueExW'
2926,b'RegQueryValueW'
2927,b'RegReplaceKeyA'
2928,b'RegReplaceKeyW'
2929,b'RegRestoreKeyW'
2930,b'RegSaveKeyA'
2931,b'RegSaveKeyW'
2932,b'RegSetKeySecurity'
2933,b'RegSetValueA'
2934,b'RegSetValueExA'
2935,b'RegSetValueExW'
2936,b'RegSetValueW'
2937,b'RegUnLoadKeyA'
2938,b'RegUnLoadKeyW'
2939,b'RegisterApplicationRecoveryCallback'
2940,b'RegisterApplicationRestart'
2941,b'RegisterClassA'
2942,b'RegisterClassExA'
2943,b'RegisterClassExW'
2944,b'RegisterClassW'
2945,b'RegisterClipboardFormatA'
2946,b'RegisterClipboardFormatW'
2947,b'RegisterDeviceNotificationA'
2948,b'RegisterDeviceNotificationW'
2949,b'RegisterDragDrop'
2950,b'RegisterEventSourceA'
2951,b'RegisterEventSourceW'
2952,b'RegisterHotKey'
2953,b'RegisterRawInputDevices'
2954,b'RegisterServiceCtrlHandlerA'
2955,b'RegisterServiceCtrlHandlerW'
2956,b'RegisterServicesProcess'
2957,b'RegisterTraceGuidsW'
2958,b'RegisterTypeLib'
2959,b'RegisterTypeLibForUser'
2960,b'RegisterWaitForSingleObject'
2961,b'RegisterWindowMessageA'
2962,b'RegisterWindowMessageW'
2963,b'RegisterWowBaseHandlers'
2964,b'ReleaseActCtx'
2965,b'ReleaseCapture'
2966,b'ReleaseDC'
2967,b'ReleaseMutex'
2968,b'ReleaseSemaphore'
2969,b'ReleaseStgMedium'
2970,b'RemoveDirectoryA'
2971,b'RemoveDirectoryW'
2972,b'RemoveFontMemResourceEx'
2973,b'RemoveFontResourceExA'
2974,b'RemoveFontResourceW'
2975,b'RemoveLocalAlternateComputerNameW'
2976,b'RemoveMenu'
2977,b'RemovePropA'
2978,b'RemovePropW'
2979,b'RemoveVectoredExceptionHandler'
2980,b'ReplaceFileW'
2981,b'ReplaceTextA'
2982,b'ReplyMessage'
2983,b'ReportEventA'
2984,b'ReportEventW'
2985,b'RequestDeviceWakeup'
2986,b'ResetEvent'
2987,b'ResizePalette'
2988,b'RestoreDC'
2989,b'ResumeThread'
2990,b'RetrieveUrlCacheEntryFileA'
2991,b'ReuseDDElParam'
2992,b'RevertToSelf'
2993,b'RevokeActiveObject'
2994,b'RevokeDragDrop'
2995,b'RoundRect'
2996,b'RpcAsyncCompleteCall'
2997,b'RpcAsyncInitializeHandle'
2998,b'RpcBindingFree'
2999,b'RpcBindingFromStringBindingW'
3000,b'RpcBindingSetAuthInfoW'
3001,b'RpcBindingToStringBindingW'
3002,b'RpcBindingVectorFree'
3003,b'RpcEpRegisterA'
3004,b'RpcEpUnregister'
3005,b'RpcImpersonateClient'
3006,b'RpcMgmtStopServerListening'
3007,b'RpcMgmtWaitServerListen'
3008,b'RpcRevertToSelf'
3009,b'RpcServerInqBindings'
3010,b'RpcServerListen'
3011,b'RpcServerRegisterAuthInfoW'
3012,b'RpcServerRegisterIf'
3013,b'RpcServerRegisterIfEx'
3014,b'RpcServerUnregisterIf'
3015,b'RpcServerUnregisterIfEx'
3016,b'RpcServerUseProtseqEpW'
3017,b'RpcServerUseProtseqW'
3018,b'RpcStringBindingComposeW'
3019,b'RpcStringBindingParseW'
3020,b'RpcStringFreeA'
3021,b'RpcStringFreeW'
3022,b'RtlAcquireResourceExclusive'
3023,b'RtlAcquireResourceShared'
3024,b'RtlAddAccessAllowedAce'
3025,b'RtlAddAce'
3026,b'RtlAddFunctionTable'
3027,b'RtlAdjustPrivilege'
3028,b'RtlAllocateHeap'
3029,b'RtlAnsiStringToUnicodeString'
3030,b'RtlAppendUnicodeStringToString'
3031,b'RtlAppendUnicodeToString'
3032,b'RtlAreAllAccessesGranted'
3033,b'RtlCaptureContext'
3034,b'RtlCaptureStackBackTrace'
3035,b'RtlCompareMemory'
3036,b'RtlCompareUnicodeString'
3037,b'RtlConvertExclusiveToShared'
3038,b'RtlConvertSharedToExclusive'
3039,b'RtlCopyLuid'
3040,b'RtlCopySid'
3041,b'RtlCopyUnicodeString'
3042,b'RtlCreateAcl'
3043,b'RtlCreateProcessParameters'
3044,b'RtlCreateSecurityDescriptor'
3045,b'RtlCreateUserProcess'
3046,b'RtlDeleteSecurityObject'
3047,b'RtlDeregisterWait'
3048,b'RtlDestroyProcessParameters'
3049,b'RtlDosPathNameToNtPathName_U'
3050,b'RtlEqualUnicodeString'
3051,b'RtlExpandEnvironmentStrings_U'
3052,b'RtlFreeHeap'
3053,b'RtlFreeUnicodeString'
3054,b'RtlGetAce'
3055,b'RtlGetDaclSecurityDescriptor'
3056,b'RtlGetNtProductType'
3057,b'RtlGetProcessHeaps'
3058,b'RtlInitAnsiString'
3059,b'RtlInitUnicodeString'
3060,b'RtlInitializeResource'
3061,b'RtlInitializeSid'
3062,b'RtlLengthRequiredSid'
3063,b'RtlLengthSecurityDescriptor'
3064,b'RtlLengthSid'
3065,b'RtlLookupFunctionEntry'
3066,b'RtlMakeSelfRelativeSD'
3067,b'RtlMapGenericMask'
3068,b'RtlMoveMemory'
3069,b'RtlNewSecurityObject'
3070,b'RtlNtStatusToDosError'
3071,b'RtlPcToFileHeader'
3072,b'RtlQueryInformationAcl'
3073,b'RtlQuerySecurityObject'
3074,b'RtlQueueWorkItem'
3075,b'RtlRegisterWait'
3076,b'RtlReleaseResource'
3077,b'RtlRunDecodeUnicodeString'
3078,b'RtlRunEncodeUnicodeString'
3079,b'RtlSetControlSecurityDescriptor'
3080,b'RtlSetDaclSecurityDescriptor'
3081,b'RtlSetGroupSecurityDescriptor'
3082,b'RtlSetOwnerSecurityDescriptor'
3083,b'RtlSetSaclSecurityDescriptor'
3084,b'RtlSetSecurityObject'
3085,b'RtlSubAuthorityCountSid'
3086,b'RtlSubAuthoritySid'
3087,b'RtlUnhandledExceptionFilter'
3088,b'RtlUnicodeStringToAnsiString'
3089,b'RtlUnwind'
3090,b'RtlUnwindEx'
3091,b'RtlValidRelativeSecurityDescriptor'
3092,b'RtlValidSecurityDescriptor'
3093,b'RtlVirtualUnwind'
3094,b'RtlZeroMemory'
3095,b'SCardConnectW'
3096,b'SCardEstablishContext'
3097,b'SCardFreeMemory'
3098,b'SCardGetStatusChangeW'
3099,b'SCardReleaseContext'
3100,b'SHAddToRecentDocs'
3101,b'SHAppBarMessage'
3102,b'SHAutoComplete'
3103,b'SHBindToParent'
3104,b'SHBrowseForFolder'
3105,b'SHBrowseForFolderA'
3106,b'SHBrowseForFolderW'
3107,b'SHChangeNotify'
3108,b'SHCreateDirectoryExA'
3109,b'SHCreateDirectoryExW'
3110,b'SHCreateShellItem'
3111,b'SHCreateStreamOnFileEx'
3112,b'SHCreateStreamOnFileW'
3113,b'SHCreateThreadRef'
3114,b'SHDeleteKeyA'
3115,b'SHDeleteKeyW'
3116,b'SHDeleteValueW'
3117,b'SHEmptyRecycleBinW'
3118,b'SHFileOperationA'
3119,b'SHFileOperationW'
3120,b'SHFormatDrive'
3121,b'SHFreeNameMappings'
3122,b'SHGetDataFromIDListA'
3123,b'SHGetDataFromIDListW'
3124,b'SHGetDesktopFolder'
3125,b'SHGetFileInfoA'
3126,b'SHGetFileInfoW'
3127,b'SHGetFolderLocation'
3128,b'SHGetFolderPathA'
3129,b'SHGetFolderPathW'
3130,b'SHGetInstanceExplorer'
3131,b'SHGetMalloc'
3132,b'SHGetPathFromIDList'
3133,b'SHGetPathFromIDListA'
3134,b'SHGetPathFromIDListW'
3135,b'SHGetSpecialFolderLocation'
3136,b'SHGetSpecialFolderPathA'
3137,b'SHGetSpecialFolderPathW'
3138,b'SHGetValueA'
3139,b'SHGetValueW'
3140,b'SHOpenFolderAndSelectItems'
3141,b'SHRegGetUSValueW'
3142,b'SHSetLocalizedName'
3143,b'SHSetValueA'
3144,b'SHSetValueW'
3145,b'SHStrDupW'
3146,b'SLGetWindowsInformationDWORD'
3147,b'STROBJ_bEnum'
3148,b'SafeArrayAccessData'
3149,b'SafeArrayAllocData'
3150,b'SafeArrayAllocDescriptor'
3151,b'SafeArrayAllocDescriptorEx'
3152,b'SafeArrayCopy'
3153,b'SafeArrayCreate'
3154,b'SafeArrayCreateVector'
3155,b'SafeArrayDestroy'
3156,b'SafeArrayDestroyData'
3157,b'SafeArrayDestroyDescriptor'
3158,b'SafeArrayGetDim'
3159,b'SafeArrayGetElement'
3160,b'SafeArrayGetElemsize'
3161,b'SafeArrayGetLBound'
3162,b'SafeArrayGetUBound'
3163,b'SafeArrayGetVartype'
3164,b'SafeArrayLock'
3165,b'SafeArrayPtrOfIndex'
3166,b'SafeArrayPutElement'
3167,b'SafeArrayRedim'
3168,b'SafeArrayUnaccessData'
3169,b'SafeArrayUnlock'
3170,b'SaveDC'
3171,b'ScaleViewportExtEx'
3172,b'ScaleWindowExtEx'
3173,b'Scan'
3174,b'ScreenToClient'
3175,b'ScriptApplyDigitSubstitution'
3176,b'ScriptApplyLogicalWidth'
3177,b'ScriptBreak'
3178,b'ScriptCPtoX'
3179,b'ScriptCacheGetHeight'
3180,b'ScriptFreeCache'
3181,b'ScriptGetCMap'
3182,b'ScriptGetFontProperties'
3183,b'ScriptGetGlyphABCWidth'
3184,b'ScriptGetLogicalWidths'
3185,b'ScriptGetProperties'
3186,b'ScriptIsComplex'
3187,b'ScriptItemize'
3188,b'ScriptJustify'
3189,b'ScriptLayout'
3190,b'ScriptPlace'
3191,b'ScriptRecordDigitSubstitution'
3192,b'ScriptShape'
3193,b'ScriptStringAnalyse'
3194,b'ScriptStringCPtoX'
3195,b'ScriptStringFree'
3196,b'ScriptStringGetLogicalWidths'
3197,b'ScriptStringGetOrder'
3198,b'ScriptStringOut'
3199,b'ScriptStringValidate'
3200,b'ScriptStringXtoCP'
3201,b'ScriptString_pLogAttr'
3202,b'ScriptString_pSize'
3203,b'ScriptString_pcOutChars'
3204,b'ScriptTextOut'
3205,b'ScriptXtoCP'
3206,b'ScrollConsoleScreenBufferA'
3207,b'ScrollConsoleScreenBufferW'
3208,b'ScrollWindow'
3209,b'ScrollWindowEx'
3210,b'SeExports'
3211,b'SearchPathA'
3212,b'SearchPathW'
3213,b'SearchTreeForFile'
3214,b'SelectClipPath'
3215,b'SelectClipRgn'
3216,b'SelectObject'
3217,b'SelectPalette'
3218,b'SendDlgItemMessageA'
3219,b'SendDlgItemMessageW'
3220,b'SendDriverMessage'
3221,b'SendInput'
3222,b'SendMessageA'
3223,b'SendMessageTimeoutA'
3224,b'SendMessageTimeoutW'
3225,b'SendMessageW'
3226,b'SendNotifyMessageA'
3227,b'SendNotifyMessageW'
3228,b'ServiceMain'
3229,b'SetAbortProc'
3230,b'SetActiveWindow'
3231,b'SetArcDirection'
3232,b'SetBitmapBits'
3233,b'SetBitmapDimensionEx'
3234,b'SetBkColor'
3235,b'SetBkMode'
3236,b'SetBrushOrgEx'
3237,b'SetCalendarInfoW'
3238,b'SetCapture'
3239,b'SetCaretBlinkTime'
3240,b'SetCaretPos'
3241,b'SetClassLongA'
3242,b'SetClassLongPtrA'
3243,b'SetClassLongW'
3244,b'SetClipboardData'
3245,b'SetClipboardViewer'
3246,b'SetColorAdjustment'
3247,b'SetColorSpace'
3248,b'SetCommBreak'
3249,b'SetCommConfig'
3250,b'SetCommMask'
3251,b'SetCommState'
3252,b'SetCommTimeouts'
3253,b'SetComputerNameA'
3254,b'SetComputerNameExA'
3255,b'SetComputerNameExW'
3256,b'SetConsoleCtrlHandler'
3257,b'SetConsoleCursorInfo'
3258,b'SetConsoleCursorPosition'
3259,b'SetConsoleDisplayMode'
3260,b'SetConsoleMenuClose'
3261,b'SetConsoleMode'
3262,b'SetConsoleOutputCP'
3263,b'SetConsoleScreenBufferSize'
3264,b'SetConsoleTextAttribute'
3265,b'SetConsoleTitleA'
3266,b'SetConsoleTitleW'
3267,b'SetConsoleWindowInfo'
3268,b'SetConvertStg'
3269,b'SetCurrentConsoleFontEx'
3270,b'SetCurrentDirectoryA'
3271,b'SetCurrentDirectoryW'
3272,b'SetCursor'
3273,b'SetCursorPos'
3274,b'SetDCPenColor'
3275,b'SetDIBColorTable'
3276,b'SetDIBits'
3277,b'SetDIBitsToDevice'
3278,b'SetDlgItemInt'
3279,b'SetDlgItemTextA'
3280,b'SetDlgItemTextW'
3281,b'SetDllDirectoryW'
3282,b'SetEndOfFile'
3283,b'SetEnhMetaFileBits'
3284,b'SetEntriesInAclA'
3285,b'SetEntriesInAclW'
3286,b'SetEnvironmentVariableA'
3287,b'SetEnvironmentVariableW'
3288,b'SetErrorInfo'
3289,b'SetErrorMode'
3290,b'SetEvent'
3291,b'SetFileAttributesA'
3292,b'SetFileAttributesW'
3293,b'SetFileInformationByHandle'
3294,b'SetFilePointer'
3295,b'SetFilePointerEx'
3296,b'SetFileSecurityA'
3297,b'SetFileSecurityW'
3298,b'SetFileShortNameA'
3299,b'SetFileShortNameW'
3300,b'SetFileTime'
3301,b'SetFocus'
3302,b'SetForegroundWindow'
3303,b'SetFormA'
3304,b'SetGraphicsMode'
3305,b'SetHandleCount'
3306,b'SetHandleInformation'
3307,b'SetICMProfileA'
3308,b'SetICMProfileW'
3309,b'SetInformationJobObject'
3310,b'SetKernelObjectSecurity'
3311,b'SetKeyboardState'
3312,b'SetLastError'
3313,b'SetLastErrorEx'
3314,b'SetLayeredWindowAttributes'
3315,b'SetLayout'
3316,b'SetLayoutWidth'
3317,b'SetLocalTime'
3318,b'SetLocaleInfoA'
3319,b'SetLocaleInfoW'
3320,b'SetMapMode'
3321,b'SetMapperFlags'
3322,b'SetMenu'
3323,b'SetMenuContextHelpId'
3324,b'SetMenuDefaultItem'
3325,b'SetMenuInfo'
3326,b'SetMenuItemBitmaps'
3327,b'SetMenuItemInfoA'
3328,b'SetMenuItemInfoW'
3329,b'SetMessageExtraInfo'
3330,b'SetMetaFileBitsEx'
3331,b'SetMetaRgn'
3332,b'SetMiterLimit'
3333,b'SetNamedPipeHandleState'
3334,b'SetNamedSecurityInfoA'
3335,b'SetNamedSecurityInfoW'
3336,b'SetPaletteEntries'
3337,b'SetParent'
3338,b'SetPixel'
3339,b'SetPixelFormat'
3340,b'SetPixelV'
3341,b'SetPolyFillMode'
3342,b'SetPrinterA'
3343,b'SetPriorityClass'
3344,b'SetProcessAffinityMask'
3345,b'SetProcessDPIAware'
3346,b'SetProcessPriorityBoost'
3347,b'SetProcessShutdownParameters'
3348,b'SetProcessWindowStation'
3349,b'SetProcessWorkingSetSize'
3350,b'SetProcessWorkingSetSizeEx'
3351,b'SetPropA'
3352,b'SetPropW'
3353,b'SetROP2'
3354,b'SetRect'
3355,b'SetRectEmpty'
3356,b'SetRectRgn'
3357,b'SetScrollInfo'
3358,b'SetScrollPos'
3359,b'SetScrollRange'
3360,b'SetSecurityDescriptorControl'
3361,b'SetSecurityDescriptorDacl'
3362,b'SetSecurityDescriptorGroup'
3363,b'SetSecurityDescriptorOwner'
3364,b'SetSecurityDescriptorSacl'
3365,b'SetSecurityInfo'
3366,b'SetServiceObjectSecurity'
3367,b'SetServiceStatus'
3368,b'SetStdHandle'
3369,b'SetStretchBltMode'
3370,b'SetSysColors'
3371,b'SetSystemPaletteUse'
3372,b'SetSystemPowerState'
3373,b'SetSystemTime'
3374,b'SetSystemTimeAdjustment'
3375,b'SetTapeParameters'
3376,b'SetTapePosition'
3377,b'SetTextAlign'
3378,b'SetTextCharacterExtra'
3379,b'SetTextColor'
3380,b'SetTextJustification'
3381,b'SetThreadAffinityMask'
3382,b'SetThreadContext'
3383,b'SetThreadDesktop'
3384,b'SetThreadExecutionState'
3385,b'SetThreadIdealProcessor'
3386,b'SetThreadLocale'
3387,b'SetThreadPriority'
3388,b'SetThreadPriorityBoost'
3389,b'SetThreadToken'
3390,b'SetTimeZoneInformation'
3391,b'SetTimer'
3392,b'SetTokenInformation'
3393,b'SetUnhandledExceptionFilter'
3394,b'SetUserObjectInformationW'
3395,b'SetUserObjectSecurity'
3396,b'SetViewportExtEx'
3397,b'SetViewportOrgEx'
3398,b'SetVolumeLabelA'
3399,b'SetVolumeLabelW'
3400,b'SetVolumeMountPointA'
3401,b'SetVolumeMountPointW'
3402,b'SetWaitableTimer'
3403,b'SetWinEventHook'
3404,b'SetWinMetaFileBits'
3405,b'SetWindowContextHelpId'
3406,b'SetWindowExtEx'
3407,b'SetWindowLongA'
3408,b'SetWindowLongPtrA'
3409,b'SetWindowLongPtrW'
3410,b'SetWindowLongW'
3411,b'SetWindowOrgEx'
3412,b'SetWindowPlacement'
3413,b'SetWindowPos'
3414,b'SetWindowRgn'
3415,b'SetWindowTextA'
3416,b'SetWindowTextW'
3417,b'SetWindowTheme'
3418,b'SetWindowWord'
3419,b'SetWindowsHookExA'
3420,b'SetWindowsHookExW'
3421,b'SetWindowsHookW'
3422,b'SetWorldTransform'
3423,b'SetupAddToSourceListW'
3424,b'SetupCloseFileQueue'
3425,b'SetupCloseInfFile'
3426,b'SetupCloseLog'
3427,b'SetupComm'
3428,b'SetupDiBuildDriverInfoList'
3429,b'SetupDiCallClassInstaller'
3430,b'SetupDiChangeState'
3431,b'SetupDiClassGuidsFromNameA'
3432,b'SetupDiCreateDeviceInfoList'
3433,b'SetupDiCreateDeviceInfoListExW'
3434,b'SetupDiDeleteDevRegKey'
3435,b'SetupDiDestroyDeviceInfoList'
3436,b'SetupDiEnumDeviceInfo'
3437,b'SetupDiEnumDeviceInterfaces'
3438,b'SetupDiEnumDriverInfoW'
